name,country,region,continent
São Paulo,South Africa,Baghdad Governorate,Asia
Berlin,Brazil,Moscow Oblast,South America
Melbourne,Pakistan,Metro Manila,Africa
Buenos Aires,Singapore,Distrito Federal,Europe
Casablanca,France,Shanghai Municipality,North America
Kuala Lumpur,UK,Cundinamarca,South America
Mumbai,Brazil,Bangkok Metropolitan Region,North America
Istanbul,UK,Rio de Janeiro State,North America
Paris,Pakistan,Metro Manila,South America
Ankara,Taiwan,Karnataka,South America
Berlin,Spain,Taiwan Province,South America
Rio de Janeiro,Taiwan,Maharashtra,Oceania
Karachi,Chile,Seoul Capital Area,Oceania
Chicago,Chile,Delhi,South America
Karachi,Colombia,Beijing Municipality,Asia
Beijing,Australia,Dubai Emirate,South America
Manila,South Africa,Casablanca-Settat,North America
New York,Iraq,Dubai Emirate,North America
Ankara,Taiwan,Tehran Province,South America
Bangkok,Saudi Arabia,Dhaka Division,Asia
Toronto,South Africa,Victoria,Europe
Singapore,Hong Kong,Marmara Region,Asia
Bangalore,Bangladesh,Baghdad Governorate,Africa
Hong Kong,Saudi Arabia,Bagmati Province,Oceania
London,India,Lima Province,South America
Seoul,Iraq,Bagmati Province,Oceania
Rome,Philippines,Santiago Metro,Africa
Berlin,Iran,Illinois,South America
Buenos Aires,Italy,Illinois,Asia
Manila,Cuba,Baghdad Governorate,Oceania
Sydney,Saudi Arabia,Sindh,Europe
Johannesburg,Indonesia,Catalonia,Europe
Rio de Janeiro,Nigeria,Moscow Oblast,Africa
Singapore,Pakistan,California,Africa
Kuala Lumpur,Egypt,California,Africa
London,Germany,Tokyo Prefecture,Europe
Melbourne,Saudi Arabia,Western Cape,Africa
Buenos Aires,Bangladesh,Nairobi County,Africa
Mexico City,Afghanistan,Sindh,North America
Berlin,China,New South Wales,Europe
Taipei,Japan,Bavaria,Asia
Chicago,Turkey,Rio de Janeiro State,Asia
Manila,Italy,La Habana,Africa
Dubai,Malaysia,Kabul Province,Asia
Bangkok,Malaysia,Kabul Province,Oceania
Melbourne,Saudi Arabia,Bagmati Province,Oceania
Sydney,Colombia,Western Cape,North America
Santiago,Cuba,New South Wales,North America
Ankara,Saudi Arabia,Maharashtra,North America
Madrid,Mexico,Metro Manila,Europe
Moscow,Cuba,Bagmati Province,Oceania
Moscow,Mexico,Moscow Oblast,Europe
Lagos,Hong Kong,California,Europe
Santiago,Malaysia,Bangkok Metropolitan Region,North America
Dubai,India,São Paulo State,North America
Rio de Janeiro,Canada,Cundinamarca,North America
Baghdad,Spain,Karnataka,North America
New York,UAE,Tehran Province,Africa
Jakarta,Nigeria,Singapore,North America
Riyadh,Afghanistan,Catalonia,Oceania
Dubai,Canada,Tokyo Prefecture,South America
Mexico City,Canada,Marmara Region,Asia
Baghdad,Malaysia,Moscow Oblast,Asia
Istanbul,Chile,Singapore,Oceania
Hong Kong,UK,Bangkok Metropolitan Region,South America
London,Brazil,Maharashtra,Oceania
New York,Nigeria,Kabul Province,South America
Baghdad,Kenya,Karnataka,Africa
Ankara,Taiwan,New South Wales,South America
Moscow,Japan,Kuala Lumpur Federal Territory,South America
Tokyo,Germany,Jakarta Special Region,Oceania
New York,India,Seoul Capital Area,South America
Riyadh,UAE,Rio de Janeiro State,Africa
Melbourne,Egypt,Bagmati Province,Africa
São Paulo,UAE,California,Europe
Santiago,Cuba,Catalonia,South America
Santiago,Pakistan,Tehran Province,Asia
Riyadh,Russia,Bavaria,North America
Lima,Afghanistan,New York State,Africa
Shanghai,South Korea,La Habana,Africa
Bangalore,UAE,Kabul Province,Africa
Johannesburg,Russia,Central Anatolia,Asia
Toronto,Pakistan,Marmara Region,Asia
Kuala Lumpur,USA,Santiago Metro,Africa
Lima,Italy,Victoria,Europe
Mexico City,Iran,Hong Kong SAR,North America
Toronto,Turkey,Kuala Lumpur Federal Territory,Asia
Johannesburg,Italy,Gauteng,Europe
Tehran,South Korea,England,Africa
Beijing,Russia,Delhi,South America
Singapore,Brazil,Casablanca-Settat,Europe
Lima,USA,Central Anatolia,Europe
Johannesburg,UAE,Dubai Emirate,Africa
Bangalore,Saudi Arabia,Taiwan Province,North America
Rio de Janeiro,Nepal,Rio de Janeiro State,Africa
Baghdad,Spain,Shanghai Municipality,Asia
Istanbul,UK,Riyadh Province,South America
Kabul,China,Gauteng,North America
Mumbai,UAE,Lima Province,Africa
Singapore,Brazil,Cundinamarca,Asia
Istanbul,Saudi Arabia,Riyadh Province,Asia
Havana,Egypt,Taiwan Province,Europe
Havana,Turkey,Bagmati Province,Europe
New York,South Korea,Tokyo Prefecture,South America
Melbourne,Pakistan,Taiwan Province,Africa
Riyadh,Thailand,Seoul Capital Area,Africa
Nairobi,India,Karnataka,North America
Havana,Chile,Shanghai Municipality,Asia
Beijing,Thailand,Hong Kong SAR,Africa
Mumbai,France,Rio de Janeiro State,Oceania
Nairobi,Malaysia,Metro Manila,Africa
Beijing,Canada,São Paulo State,North America
Los Angeles,UAE,Taiwan Province,South America
Cairo,Russia,Karnataka,North America
Chicago,Turkey,Casablanca-Settat,North America
Delhi,France,Beijing Municipality,Oceania
Kathmandu,Nigeria,Maharashtra,North America
Beijing,Malaysia,Bagmati Province,Asia
Cairo,Philippines,England,Asia
Karachi,China,Metro Manila,Europe
Moscow,UK,Bangkok Metropolitan Region,Africa
Beijing,Spain,Moscow Oblast,Europe
Toronto,Cuba,Kuala Lumpur Federal Territory,South America
Nairobi,Morocco,Kabul Province,Oceania
Shanghai,Chile,Tokyo Prefecture,Asia
Bangkok,Pakistan,Marmara Region,South America
Tokyo,Canada,Delhi,South America
Berlin,Brazil,Singapore,North America
Melbourne,Thailand,Bagmati Province,South America
Lima,Bangladesh,Maharashtra,South America
Riyadh,Colombia,Tokyo Prefecture,Asia
Karachi,India,Kabul Province,South America
Chicago,Hong Kong,Moscow Oblast,Oceania
Ankara,Saudi Arabia,New South Wales,Europe
Beijing,Saudi Arabia,Gauteng,Oceania
Cairo,Egypt,Victoria,Africa
Mumbai,Taiwan,Jakarta Special Region,Asia
Mumbai,Canada,Beijing Municipality,Asia
Kathmandu,Peru,Bangkok Metropolitan Region,Europe
Bogotá,Chile,Gauteng,Asia
Berlin,Pakistan,Victoria,Asia
Manila,Colombia,Maharashtra,North America
Cape Town,Thailand,Marmara Region,South America
Bangkok,Germany,Victoria,Oceania
Riyadh,Russia,Ontario,South America
Istanbul,Morocco,Catalonia,Asia
Bogotá,Thailand,Moscow Oblast,South America
Lagos,Hong Kong,Lagos State,Europe
Bangalore,Colombia,Lagos State,Africa
Toronto,Nepal,Buenos Aires Province,South America
Dubai,Russia,Metro Manila,Oceania
Karachi,France,Central Anatolia,Europe
Lima,Brazil,Marmara Region,Europe
Rio de Janeiro,Malaysia,Singapore,Asia
Havana,Germany,Metro Manila,Africa
Kathmandu,Indonesia,Giza,Asia
Seoul,Morocco,Shanghai Municipality,Oceania
Kathmandu,UK,England,South America
Kathmandu,Morocco,Lima Province,North America
Moscow,Morocco,New South Wales,Oceania
Istanbul,Japan,São Paulo State,Africa
Sydney,Chile,Delhi,South America
Tehran,Singapore,Moscow Oblast,Asia
Dhaka,Canada,Marmara Region,South America
Riyadh,Iraq,Santiago Metro,Europe
Karachi,Iraq,Delhi,Europe
Casablanca,Kenya,Jakarta Special Region,Asia
Paris,Russia,Rio de Janeiro State,Asia
Istanbul,Thailand,Moscow Oblast,Asia
Dubai,Nepal,Shanghai Municipality,Europe
Mumbai,Italy,Buenos Aires Province,North America
Tokyo,Russia,Taiwan Province,Asia
Riyadh,Japan,Marmara Region,South America
Johannesburg,Bangladesh,Lombardy,Europe
Nairobi,China,Giza,Europe
Seoul,UAE,Maharashtra,South America
Berlin,France,Bagmati Province,Oceania
Lima,Nigeria,Santiago Metro,South America
Melbourne,South Korea,Bagmati Province,South America
Bangkok,Philippines,Santiago Metro,Oceania
Dubai,India,Tokyo Prefecture,Asia
Toronto,Peru,Central Anatolia,Oceania
Havana,South Africa,Dubai Emirate,South America
Cape Town,Bangladesh,Baghdad Governorate,North America
Riyadh,Cuba,Central Anatolia,South America
Taipei,Pakistan,New South Wales,Africa
Karachi,UK,Western Cape,North America
Berlin,Bangladesh,Marmara Region,Africa
Ankara,Morocco,Giza,South America
Baghdad,Indonesia,Île-de-France,Asia
Chicago,Turkey,Ontario,Asia
Johannesburg,Pakistan,Santiago Metro,South America
Taipei,Japan,Karnataka,Oceania
Shanghai,UAE,Marmara Region,Asia
Rome,Indonesia,Sindh,North America
Melbourne,Singapore,Casablanca-Settat,Asia
Moscow,Morocco,Bavaria,North America
Baghdad,Brazil,Western Cape,Europe
Shanghai,China,Tehran Province,Europe
Tehran,Indonesia,São Paulo State,South America
Havana,Indonesia,Marmara Region,North America
Hong Kong,Cuba,Distrito Federal,Asia
São Paulo,Russia,Lagos State,South America
Tehran,Nigeria,Gauteng,Africa
Karachi,Philippines,Santiago Metro,Europe
Karachi,Saudi Arabia,Karnataka,Asia
Rome,Germany,Bangkok Metropolitan Region,Asia
Riyadh,Cuba,New York State,Europe
Madrid,Singapore,La Habana,Asia
Seoul,Colombia,Santiago Metro,Asia
Bangkok,Hong Kong,Beijing Municipality,South America
Jakarta,Iraq,Taiwan Province,Oceania
Seoul,Morocco,Buenos Aires Province,North America
New York,Italy,Maharashtra,Oceania
Kabul,Argentina,Baghdad Governorate,Europe
Mexico City,Kenya,Baghdad Governorate,Africa
Bangalore,UK,Kuala Lumpur Federal Territory,South America
Johannesburg,USA,Taiwan Province,South America
Los Angeles,Iran,Dhaka Division,Africa
Tehran,USA,Rio de Janeiro State,Europe
Buenos Aires,Colombia,New York State,South America
Moscow,Cuba,Cundinamarca,Oceania
Santiago,Argentina,Taiwan Province,North America
Kuala Lumpur,Russia,Tokyo Prefecture,North America
Beijing,Spain,Catalonia,Europe
Delhi,Malaysia,Victoria,Oceania
Delhi,Thailand,Buenos Aires Province,South America
Kabul,UK,Beijing Municipality,Oceania
Sydney,Mexico,Lombardy,North America
Delhi,Nigeria,Bagmati Province,Africa
Madrid,USA,Giza,Oceania
Havana,France,Singapore,Oceania
New York,South Korea,Gauteng,Europe
Moscow,Saudi Arabia,Baghdad Governorate,Africa
Melbourne,Spain,Victoria,Africa
Moscow,Pakistan,Tokyo Prefecture,Asia
Beijing,Iran,Lima Province,Europe
Buenos Aires,Italy,Kuala Lumpur Federal Territory,Africa
Istanbul,Colombia,Singapore,Asia
Cape Town,Chile,Bavaria,Europe
Rio de Janeiro,Taiwan,Lombardy,South America
Cairo,Hong Kong,England,Oceania
Havana,Afghanistan,Lombardy,Oceania
Madrid,Thailand,Moscow Oblast,North America
Istanbul,Nepal,Nairobi County,Asia
Hong Kong,Singapore,Tokyo Prefecture,Europe
Cape Town,Canada,La Habana,Oceania
Rome,Canada,Giza,Asia
Berlin,Indonesia,Lagos State,North America
Rome,Bangladesh,Karnataka,Oceania
Paris,Peru,Tokyo Prefecture,Africa
Beijing,Australia,Dhaka Division,South America
Sydney,Iraq,Western Cape,North America
Havana,Canada,Metro Manila,South America
Cairo,Indonesia,Bavaria,North America
Lima,Peru,Baghdad Governorate,South America
Bangalore,Japan,New York State,Oceania
Mexico City,Pakistan,England,Asia
Dubai,Japan,Lima Province,Europe
Santiago,Italy,Nairobi County,Europe
Casablanca,Peru,Buenos Aires Province,Africa
Bangkok,Iraq,Distrito Federal,Asia
Buenos Aires,Iran,New South Wales,Africa
Ankara,UAE,Gauteng,Africa
Seoul,France,England,South America
São Paulo,Egypt,Beijing Municipality,Africa
Toronto,Bangladesh,Baghdad Governorate,Europe
Dhaka,Morocco,Distrito Federal,South America
Mexico City,Colombia,Hong Kong SAR,Asia
Nairobi,China,Giza,North America
Singapore,South Africa,Kabul Province,Africa
Beijing,Brazil,Cundinamarca,Europe
Lagos,USA,Giza,Oceania
Rome,Bangladesh,Lima Province,Asia
New York,Turkey,New South Wales,Europe
Tokyo,Chile,Beijing Municipality,North America
Shanghai,Peru,Moscow Oblast,North America
Tehran,Germany,Bavaria,South America
Lima,Germany,La Habana,South America
Riyadh,USA,New York State,Europe
Mumbai,Bangladesh,Buenos Aires Province,Asia
Baghdad,Italy,La Habana,Africa
Kuala Lumpur,Bangladesh,Catalonia,Europe
Johannesburg,Egypt,Rio de Janeiro State,Africa
Havana,China,Bavaria,Asia
Istanbul,Mexico,Ontario,Africa
Chicago,Pakistan,Rio de Janeiro State,Africa
Madrid,Philippines,California,South America
Lima,Malaysia,England,South America
Casablanca,China,Distrito Federal,Europe
Beijing,Germany,Casablanca-Settat,Africa
Paris,Nigeria,Rio de Janeiro State,Oceania
Bangalore,Japan,Dubai Emirate,Africa
Moscow,Italy,Riyadh Province,Europe
Lagos,Kenya,Buenos Aires Province,North America
London,USA,Île-de-France,Africa
Casablanca,UAE,Lombardy,Europe
Delhi,Pakistan,Tehran Province,Oceania
Nairobi,Japan,Santiago Metro,Oceania
Kabul,Canada,Sindh,Oceania
São Paulo,Saudi Arabia,São Paulo State,Africa
Shanghai,Nigeria,Singapore,Africa
Nairobi,Iran,Sindh,Asia
Bangkok,USA,Dhaka Division,Oceania
Istanbul,UAE,Seoul Capital Area,Europe
Jakarta,Iraq,Delhi,South America
Riyadh,Malaysia,Shanghai Municipality,Asia
São Paulo,Singapore,Seoul Capital Area,Europe
Cairo,Kenya,Seoul Capital Area,South America
Nairobi,India,Hong Kong SAR,North America
New York,Colombia,Rio de Janeiro State,Asia
Toronto,Colombia,Lima Province,North America
Rio de Janeiro,France,Santiago Metro,Europe
Rome,Spain,Beijing Municipality,Europe
Karachi,Malaysia,Western Cape,Africa
Rio de Janeiro,Nepal,Rio de Janeiro State,Africa
Seoul,South Africa,New York State,Africa
Lima,Italy,Cundinamarca,Oceania
Moscow,Afghanistan,England,Asia
Rio de Janeiro,USA,Delhi,Oceania
Rome,Bangladesh,Cundinamarca,Oceania
Bogotá,Peru,Bangkok Metropolitan Region,North America
Ankara,Indonesia,Bangkok Metropolitan Region,South America
Santiago,China,Illinois,Oceania
Cairo,Pakistan,Marmara Region,Europe
Chicago,Afghanistan,Karnataka,Europe
Karachi,Hong Kong,Beijing Municipality,South America
Johannesburg,USA,Shanghai Municipality,Asia
Berlin,Japan,Illinois,Africa
Shanghai,Italy,Jakarta Special Region,South America
Chicago,Thailand,Santiago Metro,Oceania
Casablanca,Afghanistan,Gauteng,Europe
London,Iraq,Bangkok Metropolitan Region,Europe
Havana,India,Île-de-France,Europe
Kuala Lumpur,Iraq,Nairobi County,South America
New York,Kenya,Giza,Oceania
Tokyo,Germany,Kabul Province,Oceania
London,USA,Bangkok Metropolitan Region,Europe
London,Turkey,Lombardy,South America
Dhaka,Chile,Casablanca-Settat,Africa
Cape Town,Malaysia,Cundinamarca,North America
Sydney,Morocco,Hong Kong SAR,Europe
Havana,USA,Dubai Emirate,Asia
Buenos Aires,Thailand,Kuala Lumpur Federal Territory,Africa
Lagos,Morocco,Singapore,Africa
Mexico City,Spain,California,Africa
Seoul,Nepal,Buenos Aires Province,Oceania
Jakarta,Italy,Bavaria,Africa
Bogotá,UK,Delhi,North America
Santiago,Iraq,Sindh,Asia
Rome,Singapore,Catalonia,South America
Singapore,South Africa,Beijing Municipality,South America
Tehran,Singapore,Delhi,Asia
Taipei,Cuba,Buenos Aires Province,Europe
Mumbai,Indonesia,Buenos Aires Province,Asia
Karachi,Iraq,Hong Kong SAR,Oceania
Istanbul,Russia,Maharashtra,Oceania
Jakarta,France,Lombardy,South America
Taipei,Iran,Kabul Province,Oceania
Hong Kong,Indonesia,Beijing Municipality,Europe
Moscow,Brazil,Kuala Lumpur Federal Territory,Europe
Bogotá,Indonesia,Lima Province,Africa
Bangkok,Germany,Dubai Emirate,Europe
Mumbai,Japan,Shanghai Municipality,Africa
Mexico City,Kenya,Maharashtra,Africa
Moscow,UK,Tehran Province,Europe
Riyadh,Japan,Dubai Emirate,South America
Tokyo,South Korea,New York State,Asia
Chicago,Nigeria,Cundinamarca,Africa
Buenos Aires,Mexico,Catalonia,Asia
Beijing,Germany,Distrito Federal,Europe
São Paulo,Mexico,Seoul Capital Area,North America
Kathmandu,Indonesia,Lima Province,Asia
Taipei,Iran,Jakarta Special Region,Africa
Tokyo,Egypt,Western Cape,Oceania
Beijing,Bangladesh,Central Anatolia,South America
Cape Town,India,New South Wales,South America
Los Angeles,Colombia,Dubai Emirate,Europe
Singapore,Thailand,Karnataka,Asia
Madrid,Hong Kong,Hong Kong SAR,North America
Beijing,Morocco,Baghdad Governorate,South America
Tokyo,Indonesia,Delhi,North America
Madrid,Egypt,Sindh,North America
New York,South Africa,New South Wales,Europe
Karachi,Spain,Gauteng,Africa
Johannesburg,UAE,Karnataka,Africa
Taipei,Hong Kong,Delhi,Europe
Delhi,Peru,Île-de-France,Europe
Beijing,Australia,Cundinamarca,Europe
Madrid,Turkey,Nairobi County,South America
Tokyo,Argentina,Ontario,North America
Ankara,Kenya,Riyadh Province,Asia
Cape Town,Afghanistan,Nairobi County,Oceania
Ankara,Saudi Arabia,Taiwan Province,Oceania
Mexico City,Cuba,Moscow Oblast,Africa
Ankara,Chile,Baghdad Governorate,Oceania
Delhi,Singapore,Cundinamarca,North America
Ankara,Afghanistan,Dubai Emirate,Asia
Mexico City,Turkey,Maharashtra,Asia
Tokyo,USA,Riyadh Province,Africa
Mexico City,Taiwan,Jakarta Special Region,Africa
Rio de Janeiro,Afghanistan,Western Cape,Oceania
Shanghai,Germany,Karnataka,North America
Taipei,Kenya,Baghdad Governorate,Africa
Beijing,Malaysia,Distrito Federal,Africa
Madrid,Thailand,Beijing Municipality,Europe
Dhaka,Afghanistan,Taiwan Province,Africa
Kathmandu,USA,Kuala Lumpur Federal Territory,Asia
Dhaka,Philippines,Maharashtra,North America
Tokyo,South Africa,São Paulo State,South America
Buenos Aires,Chile,California,Asia
Jakarta,Russia,Shanghai Municipality,Asia
Moscow,Nepal,Maharashtra,South America
Lagos,Iraq,Sindh,Africa
New York,India,Shanghai Municipality,Europe
Santiago,India,Tokyo Prefecture,Asia
Melbourne,Argentina,Metro Manila,Asia
Dubai,Spain,Seoul Capital Area,Asia
Madrid,UK,Tehran Province,North America
Rio de Janeiro,Germany,Victoria,Africa
Riyadh,Iran,Western Cape,Asia
Cairo,Colombia,Victoria,North America
Toronto,Afghanistan,Shanghai Municipality,Africa
Singapore,USA,Lagos State,Africa
Hong Kong,Germany,Karnataka,North America
Lima,Nigeria,La Habana,Asia
Sydney,Russia,Distrito Federal,Europe
Kabul,Pakistan,Victoria,North America
Dhaka,India,Lombardy,Africa
Delhi,Pakistan,Santiago Metro,North America
Cairo,USA,Western Cape,South America
Madrid,Taiwan,Île-de-France,Africa
Madrid,France,Cundinamarca,Asia
Toronto,Spain,Lagos State,North America
London,China,Ontario,Europe
São Paulo,South Africa,Lagos State,Europe
Manila,Colombia,Beijing Municipality,South America
Toronto,USA,Metro Manila,Europe
Karachi,Italy,Bangkok Metropolitan Region,North America
New York,Argentina,La Habana,Europe
Singapore,Nepal,Gauteng,North America
Johannesburg,Bangladesh,Moscow Oblast,North America
Karachi,Canada,Bangkok Metropolitan Region,Europe
Buenos Aires,USA,Cundinamarca,Africa
Dubai,China,Ontario,North America
Toronto,Kenya,Casablanca-Settat,Asia
Manila,Iraq,Dhaka Division,North America
Berlin,Italy,São Paulo State,North America
Nairobi,Iran,São Paulo State,South America
Istanbul,Philippines,Buenos Aires Province,Oceania
Bangkok,Argentina,Victoria,Oceania
Tehran,Nepal,Gauteng,Africa
Beijing,Morocco,Catalonia,South America
Moscow,South Korea,Shanghai Municipality,Asia
Nairobi,Chile,Victoria,Oceania
Cape Town,Brazil,New South Wales,North America
Singapore,Bangladesh,Tokyo Prefecture,Asia
Riyadh,Morocco,Karnataka,Europe
Taipei,Malaysia,Metro Manila,North America
Lima,Saudi Arabia,Bavaria,North America
Casablanca,Colombia,Riyadh Province,Europe
Sydney,China,Maharashtra,Europe
Manila,UAE,Sindh,South America
Rome,Cuba,Shanghai Municipality,North America
Ankara,Iraq,Kuala Lumpur Federal Territory,South America
Tokyo,Egypt,Dhaka Division,Asia
Toronto,Thailand,Illinois,Oceania
Los Angeles,Australia,New South Wales,South America
Singapore,Mexico,England,Asia
Lagos,Japan,Taiwan Province,Africa
Riyadh,Japan,São Paulo State,Oceania
Dhaka,Thailand,Riyadh Province,Oceania
Bogotá,Singapore,Moscow Oblast,Asia
Beijing,Spain,Bavaria,Oceania
Madrid,Philippines,California,Asia
Buenos Aires,Thailand,Western Cape,North America
Ankara,Argentina,Ontario,Oceania
Shanghai,South Africa,Illinois,Oceania
Berlin,Mexico,Moscow Oblast,North America
Ankara,Canada,New South Wales,Africa
Baghdad,UAE,Buenos Aires Province,Europe
Madrid,Russia,California,South America
Manila,USA,Tokyo Prefecture,Oceania
Shanghai,UK,Giza,North America
Kathmandu,Russia,Baghdad Governorate,Europe
